name,x,y,z,AAL_Label,Broad_ROI
LS1,-13.0015,-49.8706,15.124440674738,Outside_AAL,Other
LS2,-17.3362,-50.426,15.891573795103,Outside_AAL,Other
LS3,-21.3179,-51.1519,17.6839257566078,Outside_AAL,Other
LS4,-24.8979,-50.751,19.9885655035473,Outside_AAL,Other
LS5,-27.5497,-50.685,21.9707459735806,Outside_AAL,Other
LS6,-29.9327,-50.3703,23.9493679100574,Outside_AAL,Other
LS7,-32.8922,-50.4255,26.1475608868716,Outside_AAL,Other
LS8,-34.9614,-49.5891,27.6585611205894,Outside_AAL,Other
LS9,-37.0992,-50.3943,30.0119057640178,Outside_AAL,Other
LS10,-40.3766,-52.0565,29.7795852867632,Angular_L,Other
LS11,-43.5178,-53.35,29.4170281001945,Angular_L,Other
LS12,-46.4807,-53.7086,29.5299369516652,Angular_L,Other
LS13,-49.2817,-51.6066,29.6778905117546,SupraMarginal_L,Other
LS14,-53.1613,-48.7243,30.4438646417755,SupraMarginal_L,Other
LS15,-58.9407,-45.6334,33.5506392051818,SupraMarginal_L,Other
LS16,-62.8498,-44.7873,36.5315349957479,SupraMarginal_L,Other
LE1,-24.5881,-7.6188,-25.6307285332696,Hippocampus_L,MTL
LE2,-25.5971,-9.73624,-24.5517357463587,Hippocampus_L,MTL
LE3,-27.8649,-13.1997,-22.9801613960735,Hippocampus_L,MTL
LE4,-30.2918,-17.0009,-22.6160544748277,Hippocampus_L,MTL
LE5,-32.3621,-19.5098,-21.5555322768439,Fusiform_L,Occipital
LE6,-33.8633,-23.179,-19.7984091195588,Fusiform_L,Occipital
LE7,-35.2749,-25.911,-17.2213044305133,Fusiform_L,Occipital
LE8,-36.7785,-29.4926,-15.3220335927898,Fusiform_L,Occipital
LE9,-39.9892,-32.5552,-12.5123526335926,Outside_AAL,Other
LE10,-41.1138,-34.8652,-11.3063241516,Outside_AAL,Other
LE11,-43.1308,-38.8752,-11.2578095639954,Outside_AAL,Other
LE12,-45.2216,-43.3061,-12.1280329751771,Outside_AAL,Other
LE13,-47.6797,-45.8439,-12.4532809860358,Temporal_Inf_L,Temporal
LE14,-51.845,-48.5028,-11.8954802846007,Temporal_Inf_L,Temporal
LE15,-54.9765,-50.1938,-10.7438047230246,Temporal_Inf_L,Temporal
LE16,-58.3607,-50.8076,-8.61591031083174,Temporal_Mid_L,Temporal
LA1,-25.3718,-4.74346,-26.5383128603447,Hippocampus_L,MTL
LA2,-27.3222,-5.84823,-25.6093687275437,Hippocampus_L,MTL
LA3,-30.6345,-8.54132,-25.0437074872034,ParaHippocampal_L,MTL
LA4,-34.5902,-10.8744,-23.8779814843882,Fusiform_L,Occipital
LA5,-37.8089,-12.5952,-19.8266260293519,Outside_AAL,Other
LA7,-42.2993,-15.9427,-16.5538031368403,Outside_AAL,Other
LA9,-46.1601,-19.3073,-13.7973092533339,Temporal_Mid_L,Temporal
LA10,-48.6259,-20.5999,-13.0122845632367,Temporal_Mid_L,Temporal
LA12,-55.6118,-22.9074,-9.07220113785522,Temporal_Mid_L,Temporal
LA13,-58.426,-25.2476,-7.40177644578051,Temporal_Mid_L,Temporal
LA14,-63.0617,-28.2144,-7.1236360498776,Temporal_Mid_L,Temporal
LA15,-67.6186,-30.9198,-5.3927762882748,Temporal_Mid_L,Temporal
