name,x,y,z,AAL_Label,Broad_ROI
LY1,-38.9715,11.3425,-22.5174989298966,Temporal_Pole_Sup_L,Temporal
LY2,-39.7053,12.6655,-15.6663395458567,Outside_AAL,Other
LY3,-42.2743,12.3365,-7.31751521037048,Insula_L,Other
LY4,-41.8675,14.2673,-1.08072798747956,Insula_L,Other
LY5,-41.3462,15.2308,6.10489876227107,Insula_L,Other
LY7,-37.7976,18.7535,18.3241461601981,Frontal_Inf_Tri_L,IFG
LY8,-35.486,21.8577,23.3041695939909,Frontal_Inf_Tri_L,IFG
LY9,-34.4924,26.0735,33.6546351241235,Frontal_Mid_L,PFC
LY10,-35.6444,26.8959,39.2671585114703,Frontal_Mid_L,PFC
LO1,-0.747982,45.0768,-24.3290717070767,Rectus_L,PFC
LO2,-4.3832,49.4777,-18.8878291277474,Rectus_L,PFC
LO3,-10.854,51.2319,-17.4443560485855,Rectus_L,PFC
LO4,-17.854,49.9726,-16.8126856372682,Frontal_Mid_Orb_L,PFC
LO5,-24.8803,49.8604,-15.9393582340826,Frontal_Mid_Orb_L,PFC
LO6,-32.4213,50.7697,-14.4209474688137,Frontal_Mid_Orb_L,PFC
LO7,-38.7378,53.6244,-13.2403358115135,Frontal_Inf_Orb_L,IFG
LO8,-47.3721,55.8233,-8.01755723212244,Outside_AAL,Other
LQ1,-3.1678,45.3194,-2.81955634583496,Cingulum_Ant_L,Other
LQ2,-5.96965,44.0656,0.675958770875927,Cingulum_Ant_L,Other
LQ3,-12.0588,41.9487,3.46154481952816,Outside_AAL,Other
LQ4,-15.1797,42.3384,6.2208022520991,Outside_AAL,Other
LQ8,-30.2353,47.6272,15.2731414585698,Frontal_Mid_L,PFC
LQ9,-37.2826,48.5782,17.4973534598819,Frontal_Mid_L,PFC
LQ10,-40.4828,50.4846,19.1846927919958,Frontal_Mid_L,PFC
LQ11,-45.3212,51.6891,23.6888992519267,Outside_AAL,Other
LQ12,-48.126,52.157,25.491543557583,Outside_AAL,Other
LQ13,-51.0266,53.6635,26.7949154965362,Outside_AAL,Other
LI1,-27.6375,10.7559,-37.6585943530308,Temporal_Pole_Mid_L,Temporal
LI2,-30.9397,10.755,-38.5947317916594,Temporal_Pole_Mid_L,Temporal
LI3,-34.3765,12.3912,-35.5858644101704,Temporal_Pole_Mid_L,Temporal
LI4,-36.1785,12.718,-34.3694271926813,Temporal_Pole_Mid_L,Temporal
LI5,-39.4399,12.0926,-34.7588707908177,Temporal_Pole_Mid_L,Temporal
LI6,-40.779,11.2977,-36.0033005574995,Temporal_Pole_Mid_L,Temporal
LI7,-45.2375,12.8917,-34.4299094430562,Temporal_Pole_Mid_L,Temporal
LI8,-47.5771,13.1686,-34.3575865725187,Temporal_Pole_Mid_L,Temporal
LI9,-51.3285,12.9461,-33.706419313562,Temporal_Pole_Mid_L,Temporal
LI10,-58.4431,13.0453,-33.6828670558245,Outside_AAL,Other
LB1,-25.3571,-6.63822,-26.2887787385581,Hippocampus_L,MTL
LB2,-28.2346,-6.29362,-26.1931227528048,Hippocampus_L,MTL
LB3,-32.8554,-5.91718,-29.8269638836757,Fusiform_L,Occipital
LB4,-36.0913,-4.60021,-29.3579375020976,Outside_AAL,Other
LB5,-40.405,-5.87602,-30.6248090210282,Temporal_Inf_L,Temporal
LB6,-42.0724,-6.15013,-30.080110421821,Temporal_Inf_L,Temporal
LB8,-46.7299,-3.00774,-27.995070951902,Temporal_Mid_L,Temporal
LB9,-51.8856,-1.8367,-29.1862973276056,Temporal_Mid_L,Temporal
LB10,-55.339,-2.65156,-29.5376958496746,Temporal_Mid_L,Temporal
LB11,-59.8599,-2.27774,-28.1951255444953,Temporal_Mid_L,Temporal
LB12,-63.8931,-0.538746,-27.8607837559313,Outside_AAL,Other
LC1,-23.568,-29.3864,-10.8938126887033,Outside_AAL,Other
LC2,-26.6975,-28.492,-11.0220936543101,Hippocampus_L,MTL
LC3,-28.3293,-27.6252,-11.641212291075,Hippocampus_L,MTL
LC4,-32.2392,-26.3985,-11.466062874597,Hippocampus_L,MTL
LC5,-34.8335,-25.1468,-10.6558147980611,Hippocampus_L,MTL
LC6,-36.7578,-24.2299,-11.217920566971,Hippocampus_L,MTL
LC9,-45.5012,-22.7215,-12.1088425995768,Temporal_Mid_L,Temporal
LC10,-50.2475,-21.2559,-12.5678235182518,Temporal_Mid_L,Temporal
LC11,-52.9589,-20.8931,-14.0765095598129,Temporal_Mid_L,Temporal
LC12,-54.8319,-20.3778,-15.2625679358853,Temporal_Mid_L,Temporal
LC13,-62.0177,-20.3427,-18.0911907509752,Temporal_Mid_L,Temporal
LC14,-65.1797,-19.3494,-18.0013714227409,Temporal_Mid_L,Temporal
LF1,-21.8709,-27.2481,-15.4089398540361,ParaHippocampal_L,MTL
LF2,-26.7423,-26.3534,-16.8539004406895,ParaHippocampal_L,MTL
LF3,-31.664,-26.9177,-17.9955857023923,ParaHippocampal_L,MTL
LF4,-36.067,-25.5787,-16.4541864434885,Fusiform_L,Occipital
LF7,-51.3919,-26.0399,-19.6286210172264,Temporal_Inf_L,Temporal
LF8,-60.9556,-24.7346,-19.3769477726128,Temporal_Inf_L,Temporal
