name,x,y,z,AAL_Label,Broad_ROI
LOFD1,-3.91073,44.4417,-26.7807815718147,Rectus_L,PFC
LOFD2,-7.62447,45.1979,-20.6525273519088,Rectus_L,PFC
LOFD3,-10.2253,46.9182,-16.3746614666384,Rectus_L,PFC
LOFD4,-14.3156,46.7617,-12.6903046833049,Outside_AAL,Other
LOFD7,-25.9471,46.6874,8.2315177665972,Frontal_Mid_L,PFC
LOFD8,-31.7243,48.9683,15.1710145910055,Frontal_Mid_L,PFC
LOFD9,-34.3916,51.5891,21.7530556856693,Frontal_Mid_L,PFC
LOFD10,-34.1375,51.2676,30.6217974063896,Frontal_Mid_L,PFC
LACD1,-2.79026,42.5504,8.14846311862419,Cingulum_Ant_L,Other
LACD2,-10.5036,38.861,7.16499896477701,Cingulum_Ant_L,Other
LACD3,-14.8862,37.8641,8.74769170934208,Outside_AAL,Other
LACD4,-19.5543,37.7645,11.6832311381987,Outside_AAL,Other
LACD5,-25.3811,38.535,13.8712240414827,Outside_AAL,Other
LACD6,-30.7439,40.2716,17.2952890535199,Frontal_Mid_L,PFC
LACD7,-33.1494,41.3067,21.8513346276968,Frontal_Mid_L,PFC
LACD8,-36.9833,41.366,25.1725917159413,Frontal_Mid_L,PFC
LACD9,-44.1271,40.9347,25.588087664934,Frontal_Mid_L,PFC
LACD10,-49.162,40.6543,26.9757675054238,Outside_AAL,Other
LMCD1,-3.47786,14.472,25.7321946821923,Cingulum_Ant_L,Other
LMCD2,-7.93481,15.7617,27.6784125456634,Cingulum_Ant_L,Other
LMCD3,-12.1713,17.5499,28.7021251929862,Outside_AAL,Other
LMCD4,-15.8414,19.3028,30.3553493733467,Outside_AAL,Other
LMCD5,-20.438,21.4269,30.9438213458952,Outside_AAL,Other
LMCD6,-26.145,23.7067,34.0862593888378,Frontal_Mid_L,PFC
LMCD7,-32.4281,26.1655,39.1758433189976,Frontal_Mid_L,PFC
LMCD8,-36.7346,27.042,42.0727493651729,Frontal_Mid_L,PFC
LMCD9,-39.7399,28.7437,42.8735523101428,Frontal_Mid_L,PFC
LMCD10,-43.4965,31.0905,42.7206486266238,Frontal_Mid_L,PFC
LAD1,-14.5222,-2.26037,-22.5289300383262,ParaHippocampal_L,MTL
LAD2,-19.2268,-0.558323,-22.4443128344527,Amygdala_L,MTL
LAD3,-24.1149,0.499355,-22.1268583302469,Amygdala_L,MTL
LAD4,-30.0474,0.690267,-21.4693545867509,Amygdala_L,MTL
LAD5,-35.7324,0.593159,-20.5331225502963,Outside_AAL,Other
LAD6,-41.639,1.47431,-20.1223312860863,Temporal_Pole_Sup_L,Temporal
LAD7,-47.5869,2.75524,-16.6064570302708,Temporal_Pole_Sup_L,Temporal
LAD8,-53.0013,3.32638,-15.2812110532312,Temporal_Mid_L,Temporal
LAD9,-58.7313,4.14199,-15.2180936035348,Temporal_Mid_L,Temporal
LAD10,-63.1834,4.84495,-15.3155972911244,Outside_AAL,Other
