name,x,y,z,AAL_Label,Broad_ROI
RPC1,6.7437,-29.3563,33.8488441014371,Cingulum_Mid_R,Other
RPC2,9.01348,-29.3162,33.8164895788841,Cingulum_Mid_R,Other
RPC3,12.9704,-30.2267,33.5814691817249,Cingulum_Mid_R,Other
RPC4,15.7671,-31.1219,34.4069842733897,Outside_AAL,Other
RPC5,20.4564,-31.8856,34.2251258520365,Outside_AAL,Other
RPC6,23.4064,-32.4072,35.6752136615612,Outside_AAL,Other
RPC7,27.5928,-33.105,35.002896873149,Outside_AAL,Other
RPC8,31.1494,-33.5071,34.7428821434072,Outside_AAL,Other
RPC9,34.678,-34.9703,33.724751690803,Outside_AAL,Other
RPC10,39.4663,-37.0342,34.5363421722263,Outside_AAL,Other
RPC11,42.5478,-38.7099,35.1022158025598,Outside_AAL,Other
RPC12,45.696,-38.3815,35.9622151089262,Outside_AAL,Other
RPC13,47.9057,-39.879,36.5909627444541,SupraMarginal_R,Other
RPC14,50.8623,-40.8172,37.3799266808029,SupraMarginal_R,Other
RPC15,54.51,-43.4666,37.313846268698,SupraMarginal_R,Other
RPC16,58.2327,-42.8927,39.4229156652572,SupraMarginal_R,Other
ROF1,7.50565,38.1981,-22.1471709580706,Rectus_R,PFC
ROF2,10.1191,39.1889,-18.9793214069381,Rectus_R,PFC
ROF3,12.2565,39.7475,-17.2194743189201,Rectus_R,PFC
ROF4,16.4303,40.3389,-16.644866111394,Frontal_Sup_Orb_R,PFC
ROF5,17.7138,39.5977,-15.2450464841596,Frontal_Sup_Orb_R,PFC
ROF6,20.2698,40.3874,-13.1569340776176,Frontal_Sup_Orb_R,PFC
ROF7,21.8907,40.7574,-11.2139795476139,Frontal_Sup_Orb_R,PFC
ROF8,24.4444,40.9939,-9.33332617818171,Outside_AAL,Other
ROF9,26.5862,41.3943,-7.42174151167047,Outside_AAL,Other
ROF10,27.881,41.1963,-4.32447792947343,Outside_AAL,Other
ROF11,31.8075,42.1247,-1.82801247431539,Outside_AAL,Other
ROF12,33.4656,43.5362,1.3197859359547,Frontal_Mid_R,PFC
ROF13,37.3062,45.3223,4.71372181266189,Frontal_Mid_R,PFC
ROF14,38.0793,47.1944,8.82934196483682,Frontal_Mid_R,PFC
ROF15,41.9253,47.5143,11.1590178519276,Frontal_Mid_R,PFC
ROF16,45.7118,48.1643,14.0276629354513,Frontal_Mid_R,PFC
LE1,-26.573,-23.0741,-17.9607568172357,Outside_AAL,Other
LE2,-29.8118,-24.109,-17.9585424767602,ParaHippocampal_L,MTL
LE3,-35.1338,-27.1146,-17.2377327667869,Fusiform_L,Occipital
LE4,-40.9358,-29.8907,-14.8656967853099,Temporal_Inf_L,Temporal
LE5,-45.1845,-31.1231,-13.4857451869391,Outside_AAL,Other
LE6,-50.3981,-31.9243,-15.1381127080794,Temporal_Mid_L,Temporal
LE7,-57.5766,-32.5239,-14.3672660166761,Temporal_Mid_L,Temporal
LE8,-63.4645,-33.3557,-11.6606856662991,Temporal_Mid_L,Temporal
RE1,19.0152,-7.86348,-30.4281597219403,ParaHippocampal_R,MTL
RE2,20.9583,-9.22762,-28.9748482778033,ParaHippocampal_R,MTL
RE3,25.2969,-11.0281,-27.1460684565848,ParaHippocampal_R,MTL
RE4,31.3802,-14.379,-27.0766130068369,ParaHippocampal_R,MTL
RE5,36.0274,-17.2671,-25.8959762830508,ParaHippocampal_R,MTL
RE6,42.2138,-19.9068,-24.490946779418,Fusiform_R,Occipital
RE7,48.5171,-20.5803,-21.7573506111228,Temporal_Inf_R,Temporal
RE8,53.1299,-22.7552,-21.2165107852568,Temporal_Inf_R,Temporal
RAMY1,23.5831,-6.53647,-29.5731446361586,ParaHippocampal_R,MTL
RAMY2,26.0855,-6.52348,-28.9616120525789,Outside_AAL,Other
RAMY3,30.4863,-6.62289,-29.5328313675388,ParaHippocampal_R,MTL
RAMY4,35.205,-7.0672,-29.3490908593793,Fusiform_R,Occipital
RAMY5,37.597,-8.06682,-29.4615979499407,Fusiform_R,Occipital
